3.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+02,1.658600000000000000e+04,1.262260300000000000e+07,4.670000000000000000e+02,1.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,8.190000000000000000e+02,7.570000000000000000e+02
3.000000000000000000e+00,2.000000000000000000e+00,1.580000000000000000e+02,2.053000000000000000e+04,3.546400000000000000e+04,3.760000000000000000e+02,1.710000000000000000e+02,4.000000000000000000e+00,5.560000000000000000e+02,3.407000000000000000e+03,4.300000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.018000000000000000e+03,9.180000000000000000e+02
7.000000000000000000e+00,3.000000000000000000e+00,1.930000000000000000e+03,3.788140400000000000e+07,6.785737100000000000e+07,4.143330000000000000e+05,1.297000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.560000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,9.874000000000000000e+05,9.872760000000000000e+05
0.000000000000000000e+00,4.000000000000000000e+00,9.030000000000000000e+02,1.894641000000000000e+07,1.790032600000000000e+07,9.808800000000000000e+04,1.760000000000000000e+02,3.000000000000000000e+00,3.200000000000000000e+02,2.702800000000000000e+05,5.002000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.958790000000000000e+05,1.957800000000000000e+05
1.000000000000000000e+01,1.000000000000000000e+00,4.230000000000000000e+02,2.902000000000000000e+04,1.913804200000000000e+07,1.562000000000000000e+03,1.451000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.524000000000000000e+03,4.411000000000000000e+03
1.100000000000000000e+01,1.000000000000000000e+00,4.680000000000000000e+02,3.223400000000000000e+04,4.239968200000000000e+07,4.085290000000000000e+05,1.097000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.453510000000000000e+05,6.452280000000000000e+05
2.000000000000000000e+00,2.000000000000000000e+00,1.340000000000000000e+02,1.871400000000000000e+04,1.900800000000000000e+04,1.410000000000000000e+02,1.610000000000000000e+02,2.000000000000000000e+00,2.780000000000000000e+02,2.780000000000000000e+02,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,3.269000000000000000e+03,3.159000000000000000e+03
3.000000000000000000e+00,3.000000000000000000e+00,5.060000000000000000e+03,8.220351300000000000e+07,1.276999700000000000e+07,1.678000000000000000e+03,1.602000000000000000e+03,4.000000000000000000e+00,5.560000000000000000e+02,5.560000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.347700000000000000e+04,1.325600000000000000e+04
3.000000000000000000e+00,3.000000000000000000e+00,2.520000000000000000e+02,6.313946000000000000e+06,1.844000000000000000e+04,1.920000000000000000e+02,7.100000000000000000e+01,2.000000000000000000e+00,2.780000000000000000e+02,2.780000000000000000e+02,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,8.800000000000000000e+02,7.740000000000000000e+02
7.000000000000000000e+00,1.000000000000000000e+00,1.058000000000000000e+03,1.896020100000000000e+07,3.400400000000000000e+04,3.110000000000000000e+02,2.360000000000000000e+02,4.000000000000000000e+00,5.600000000000000000e+02,5.560000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.846000000000000000e+03,2.732000000000000000e+03
